Loading data...
Using  cuda
Training...
Epoch:  1 , validation loss:  1.8786041259765625 , validation accuracy:  10.787804024686281 %, lr:  0.0012634218660869747
Epoch:  2 , validation loss:  1.877522850036621 , validation accuracy:  10.196978058642543 %, lr:  0.0012634218660869747
Epoch:  3 , validation loss:  1.8829565048217773 , validation accuracy:  10.542888987480117 %, lr:  0.0012634218660869747
Epoch:  4 , validation loss:  1.874053382873535 , validation accuracy:  11.58891786509113 %, lr:  0.0012634218660869747
Epoch:  5 , validation loss:  1.8734752655029296 , validation accuracy:  11.977752047872052 %, lr:  0.0012634218660869747
Epoch:  6 , validation loss:  1.8755075454711914 , validation accuracy:  11.394500773700669 %, lr:  0.0012634218660869747
Epoch:  7 , validation loss:  1.8731704711914063 , validation accuracy:  13.415140005554774 %, lr:  0.0012634218660869747
Epoch:  8 , validation loss:  1.8709430694580078 , validation accuracy:  12.500405787064592 %, lr:  0.0012634218660869747
Epoch:  9 , validation loss:  1.8852764129638673 , validation accuracy:  10.215373738903978 %, lr:  0.0012634218660869747
Epoch:  10 , validation loss:  1.8710702896118163 , validation accuracy:  12.155576957065925 %, lr:  0.0012634218660869747
Epoch:  11 , validation loss:  1.8710853576660156 , validation accuracy:  13.462391654853754 %, lr:  0.0012634218660869747
Epoch:  12 , validation loss:  1.8704578399658203 , validation accuracy:  12.43259425982636 %, lr:  0.0012634218660869747
Epoch:  13 , validation loss:  1.8688289642333984 , validation accuracy:  12.794736671247552 %, lr:  0.0012634218660869747
Epoch:  14 , validation loss:  1.8704078674316407 , validation accuracy:  13.155436284216867 %, lr:  0.0012634218660869747
Epoch:  15 , validation loss:  1.887139129638672 , validation accuracy:  9.87739820155173 %, lr:  0.0012634218660869747
Epoch:  16 , validation loss:  1.870487594604492 , validation accuracy:  12.167480044293914 %, lr:  0.0012634218660869747
Epoch:  17 , validation loss:  1.8751319885253905 , validation accuracy:  11.33173904104401 %, lr:  0.0012634218660869747
Epoch:  18 , validation loss:  1.8567331314086915 , validation accuracy:  13.787382006139106 %, lr:  0.0012634218660869747
Epoch:  19 , validation loss:  1.8453908920288087 , validation accuracy:  15.464995906059393 %, lr:  0.0012634218660869747
Epoch:  20 , validation loss:  1.8291860580444337 , validation accuracy:  18.423814831246684 %, lr:  0.0012634218660869747
Epoch:  21 , validation loss:  1.7861362457275392 , validation accuracy:  18.129123247450757 %, lr:  0.0012634218660869747
Epoch:  22 , validation loss:  1.7007841110229491 , validation accuracy:  20.705239883277603 %, lr:  0.0012634218660869747
