Loading data...
Using  cuda
Training...
Epoch:  1 , validation loss:  1.8807144165039062 , validation accuracy:  11.670796677235165 %, lr:  0.0007684399825422751
Epoch:  2 , validation loss:  1.8764999389648438 , validation accuracy:  10.587255039875343 %, lr:  0.0007684399825422751
Epoch:  3 , validation loss:  1.8791757583618165 , validation accuracy:  11.838161297652928 %, lr:  0.0007684399825422751
Epoch:  4 , validation loss:  1.8762819290161132 , validation accuracy:  10.185796370640494 %, lr:  0.0007684399825422751
Epoch:  5 , validation loss:  1.8735540390014649 , validation accuracy:  11.399189868669271 %, lr:  0.0007684399825422751
Epoch:  6 , validation loss:  1.871708297729492 , validation accuracy:  11.846096689138253 %, lr:  0.0007684399825422751
Epoch:  7 , validation loss:  1.873537254333496 , validation accuracy:  11.41542135125289 %, lr:  0.0007684399825422751
Epoch:  8 , validation loss:  1.8692256927490234 , validation accuracy:  12.627372050829788 %, lr:  0.0007684399825422751
Epoch:  9 , validation loss:  1.8667903900146485 , validation accuracy:  12.427905164857759 %, lr:  0.0007684399825422751
Epoch:  10 , validation loss:  1.858365249633789 , validation accuracy:  12.60645147327757 %, lr:  0.0007684399825422751
Epoch:  11 , validation loss:  1.8227622985839844 , validation accuracy:  12.562806820108282 %, lr:  0.0007684399825422751
Epoch:  12 , validation loss:  1.7995391845703126 , validation accuracy:  13.296469832887869 %, lr:  0.0007684399825422751
Epoch:  13 , validation loss:  1.595037841796875 , validation accuracy:  14.111290258585552 %, lr:  0.0007684399825422751
Epoch:  14 , validation loss:  1.8693161010742188 , validation accuracy:  10.543249687093086 %, lr:  0.0007684399825422751
Epoch:  15 , validation loss:  3.2613067626953125 , validation accuracy:  10.411233628746317 %, lr:  0.0007684399825422751
Epoch:  16 , validation loss:  1.4673388481140137 , validation accuracy:  18.45844199409174 %, lr:  0.0007684399825422751
Epoch:  17 , validation loss:  1.3322158813476563 , validation accuracy:  26.017623783089682 %, lr:  0.0007684399825422751
Epoch:  18 , validation loss:  1.459718608856201 , validation accuracy:  26.18066000815181 %, lr:  0.0007684399825422751
Epoch:  19 , validation loss:  1.3859314918518066 , validation accuracy:  21.617449204477005 %, lr:  0.0007684399825422751
Epoch:  20 , validation loss:  1.1367668151855468 , validation accuracy:  29.267527295943214 %, lr:  0.0007684399825422751
Epoch:  21 , validation loss:  2.078130912780762 , validation accuracy:  23.4371787519072 %, lr:  0.0007684399825422751
Epoch:  22 , validation loss:  1.4759786605834961 , validation accuracy:  28.661191246541794 %, lr:  0.0007684399825422751
Epoch:  23 , validation loss:  1.2601177215576171 , validation accuracy:  22.384296581649767 %, lr:  0.0007684399825422751
Epoch:  24 , validation loss:  1.2137572288513183 , validation accuracy:  27.297386009904812 %, lr:  0.0007684399825422751
Epoch:  25 , validation loss:  0.9949422836303711 , validation accuracy:  31.69178939470998 %, lr:  0.0007684399825422751
Epoch:  26 , validation loss:  1.1461127281188965 , validation accuracy:  29.44246660823333 %, lr:  0.0007684399825422751
Epoch:  27 , validation loss:  1.1574975967407226 , validation accuracy:  31.212780308686728 %, lr:  0.0007684399825422751
Epoch:  28 , validation loss:  1.7021230697631835 , validation accuracy:  23.351332244020504 %, lr:  0.0007684399825422751
Epoch:  29 , validation loss:  1.123075580596924 , validation accuracy:  29.966563145877746 %, lr:  0.0007684399825422751
Epoch:  30 , validation loss:  1.9112133026123046 , validation accuracy:  14.742514581281855 %, lr:  0.0007684399825422751
Epoch:  31 , validation loss:  1.030472469329834 , validation accuracy:  29.777195849068853 %, lr:  0.0007684399825422751
Epoch:  32 , validation loss:  1.3355244636535644 , validation accuracy:  23.846212113014403 %, lr:  0.0007684399825422751
Epoch:  33 , validation loss:  1.6737972259521485 , validation accuracy:  23.381270311896955 %, lr:  0.0007684399825422751
Epoch:  34 , validation loss:  0.9818630218505859 , validation accuracy:  32.45466907614008 %, lr:  0.0007684399825422751
Epoch:  35 , validation loss:  1.4728469848632812 , validation accuracy:  15.406562568758364 %, lr:  0.0007684399825422751
Epoch:  36 , validation loss:  0.9318577766418457 , validation accuracy:  32.84530675698585 %, lr:  0.0007684399825422751
Epoch:  37 , validation loss:  1.3303991317749024 , validation accuracy:  22.949512875172683 %, lr:  0.0007684399825422751
Epoch:  38 , validation loss:  1.7296886444091797 , validation accuracy:  25.403713041815905 %, lr:  0.0007684399825422751
Epoch:  39 , validation loss:  1.325789737701416 , validation accuracy:  26.183184905442598 %, lr:  0.0007684399825422751
Epoch:  40 , validation loss:  1.357328224182129 , validation accuracy:  23.675961895692886 %, lr:  0.0007684399825422751
Epoch:  41 , validation loss:  1.1867484092712401 , validation accuracy:  26.580675878934784 %, lr:  0.0007684399825422751
Epoch:  42 , validation loss:  0.9090703964233399 , validation accuracy:  33.44803581025758 %, lr:  0.0007684399825422751
Epoch:  43 , validation loss:  0.9525757789611816 , validation accuracy:  19.271458921724577 %, lr:  0.0007684399825422751
Epoch:  44 , validation loss:  1.5784811973571777 , validation accuracy:  16.763153813135958 %, lr:  0.0007684399825422751
Epoch:  45 , validation loss:  1.0085023880004882 , validation accuracy:  29.441023809781452 %, lr:  0.0007684399825422751
Epoch:  46 , validation loss:  1.1202448844909667 , validation accuracy:  30.493545280425916 %, lr:  0.0007684399825422751
Epoch:  47 , validation loss:  1.1314374923706054 , validation accuracy:  25.625182604179063 %, lr:  0.0007684399825422751
Epoch:  48 , validation loss:  0.8840888977050781 , validation accuracy:  35.680766414537636 %, lr:  0.0007684399825422751
Epoch:  49 , validation loss:  0.9720541000366211 , validation accuracy:  34.69425297306656 %, lr:  0.0007684399825422751
Epoch:  50 , validation loss:  0.9251140594482422 , validation accuracy:  30.097136405772634 %, lr:  0.0007684399825422751
Epoch:  51 , validation loss:  1.189140510559082 , validation accuracy:  24.419003098409675 %, lr:  0.0007684399825422751
Epoch:  52 , validation loss:  0.8728434562683105 , validation accuracy:  31.32279369064237 %, lr:  0.0007684399825422751
