Loading data...
Using  cuda
Training...
Epoch:  1 , validation loss:  1.899688148498535 , validation accuracy:  10.911884691547726 %, lr:  0.0009112516325254056
Epoch:  2 , validation loss:  1.877358627319336 , validation accuracy:  11.138404048492456 %, lr:  0.0009112516325254056
Epoch:  3 , validation loss:  1.8788711547851562 , validation accuracy:  10.334043911570882 %, lr:  0.0009112516325254056
Epoch:  4 , validation loss:  1.8748939514160157 , validation accuracy:  10.575712652260325 %, lr:  0.0009112516325254056
Epoch:  5 , validation loss:  1.8720703125 , validation accuracy:  12.338451660841368 %, lr:  0.0009112516325254056
Epoch:  6 , validation loss:  1.8702600479125977 , validation accuracy:  11.846096689138253 %, lr:  0.0009112516325254056
Epoch:  7 , validation loss:  1.7651535034179688 , validation accuracy:  15.937873098662164 %, lr:  0.0009112516325254056
Epoch:  8 , validation loss:  1.8625289916992187 , validation accuracy:  11.543830413469966 %, lr:  0.0009112516325254056
Epoch:  9 , validation loss:  1.8885122299194337 , validation accuracy:  10.987270910658314 %, lr:  0.0009112516325254056
Epoch:  10 , validation loss:  1.8829084396362306 , validation accuracy:  10.808003203012563 %, lr:  0.0009112516325254056
Epoch:  11 , validation loss:  1.880322265625 , validation accuracy:  10.629456894592753 %, lr:  0.0009112516325254056
Epoch:  12 , validation loss:  1.8781272888183593 , validation accuracy:  10.665166156276715 %, lr:  0.0009112516325254056
Epoch:  13 , validation loss:  1.8759750366210937 , validation accuracy:  11.17339191095048 %, lr:  0.0009112516325254056
Epoch:  14 , validation loss:  1.8745698928833008 , validation accuracy:  11.827701008876817 %, lr:  0.0009112516325254056
Epoch:  15 , validation loss:  1.8718034744262695 , validation accuracy:  11.850425084493885 %, lr:  0.0009112516325254056
Epoch:  16 , validation loss:  1.8628326416015626 , validation accuracy:  11.487921973459722 %, lr:  0.0009112516325254056
Epoch:  17 , validation loss:  1.5837945938110352 , validation accuracy:  16.812930359725726 %, lr:  0.0009112516325254056
Epoch:  18 , validation loss:  1.873318862915039 , validation accuracy:  11.144535941912935 %, lr:  0.0009112516325254056
Epoch:  19 , validation loss:  1.8062162399291992 , validation accuracy:  12.566774515850945 %, lr:  0.0009112516325254056
Epoch:  20 , validation loss:  1.8539154052734375 , validation accuracy:  11.554651401859045 %, lr:  0.0009112516325254056
Epoch:  21 , validation loss:  1.6071308135986329 , validation accuracy:  14.38145426869957 %, lr:  0.0009112516325254056
Epoch:  22 , validation loss:  1.379319190979004 , validation accuracy:  19.243685051525937 %, lr:  0.0009112516325254056
Epoch:  23 , validation loss:  1.4409523963928224 , validation accuracy:  16.275848636014416 %, lr:  0.0009112516325254056
Epoch:  24 , validation loss:  1.3659604072570801 , validation accuracy:  16.505253589862896 %, lr:  0.0009112516325254056
Epoch:  25 , validation loss:  1.7684806823730468 , validation accuracy:  19.746500312005168 %, lr:  0.0009112516325254056
Epoch:  26 , validation loss:  1.2288166999816894 , validation accuracy:  19.760206897297998 %, lr:  0.0009112516325254056
Epoch:  27 , validation loss:  1.3446381568908692 , validation accuracy:  15.928855608337933 %, lr:  0.0009112516325254056
Epoch:  28 , validation loss:  1.522249126434326 , validation accuracy:  19.34323814470547 %, lr:  0.0009112516325254056
Epoch:  29 , validation loss:  1.178715419769287 , validation accuracy:  17.383196447830212 %, lr:  0.0009112516325254056
Epoch:  30 , validation loss:  1.494551658630371 , validation accuracy:  17.980875706520365 %, lr:  0.0009112516325254056
Epoch:  31 , validation loss:  1.3753165245056151 , validation accuracy:  21.12545493238686 %, lr:  0.0009112516325254056
Epoch:  32 , validation loss:  1.290902328491211 , validation accuracy:  20.089164944326015 %, lr:  0.0009112516325254056
Epoch:  33 , validation loss:  1.2248555183410645 , validation accuracy:  17.967529820840504 %, lr:  0.0009112516325254056
Epoch:  34 , validation loss:  1.3761051177978516 , validation accuracy:  22.14046364328251 %, lr:  0.0009112516325254056
Epoch:  35 , validation loss:  1.192098045349121 , validation accuracy:  18.62256031799278 %, lr:  0.0009112516325254056
Epoch:  36 , validation loss:  1.1603039741516112 , validation accuracy:  20.168158159566293 %, lr:  0.0009112516325254056
Epoch:  37 , validation loss:  1.2357802391052246 , validation accuracy:  19.904486742485723 %, lr:  0.0009112516325254056
Epoch:  38 , validation loss:  3.6388172149658202 , validation accuracy:  19.154231547509546 %, lr:  0.0009112516325254056
Epoch:  39 , validation loss:  1.5569454193115235 , validation accuracy:  21.21490843640325 %, lr:  0.0009112516325254056
Epoch:  40 , validation loss:  1.3580921173095704 , validation accuracy:  20.109724822265264 %, lr:  0.0009112516325254056
Epoch:  41 , validation loss:  1.398449420928955 , validation accuracy:  21.752711559340497 %, lr:  0.0009112516325254056
Epoch:  42 , validation loss:  1.3162137031555177 , validation accuracy:  17.37922875208755 %, lr:  0.0009112516325254056
Epoch:  43 , validation loss:  1.269969367980957 , validation accuracy:  20.63814975526531 %, lr:  0.0009112516325254056
Epoch:  44 , validation loss:  1.111274242401123 , validation accuracy:  22.618751330079824 %, lr:  0.0009112516325254056
Epoch:  45 , validation loss:  1.0099886894226073 , validation accuracy:  21.764614646568482 %, lr:  0.0009112516325254056
